transaction_id,transaction_date,product_id,customer_id,product_category,quantity,unit_price,total_amount,customer_region,customer_age,customer_loyalty_score,product_rating,previous_purchase_count,return_status
31431,22/07/2024,2498,31921,electronics,12,236.94,2843.28,East,43,45,4,4,1
31432,22/10/2024,2854,32591,electronics,8,97.98,783.84,East,36,66,5,26,1
31433,26/01/2023,2656,31209,toys,12,76.67,920.04,Central,69,67,2,6,1
31434,16/08/2024,2446,39640,clothing,3,6.07,18.21,East,20,75,4,2,0
31435,10/09/2023,2496,36995,toys,10,14.66,146.6,North,48,48,5,22,0
31436,03/01/2023,2048,36967,home decor,13,123.19,1601.47,Central,64,52,3,24,0
31437,14/12/2024,2415,32655,toys,13,52.7,685.1,North,57,72,5,21,1
31438,29/11/2024,2861,38243,toys,1,156.2,156.2,South,32,97,5,28,0
31439,30/03/2023,2884,32222,toys,5,112.19,560.95,Central,44,21,2,2,1
31440,19/12/2024,2463,30071,home decor,9,117.7,1059.3,Central,37,58,4,28,1
31441,12/04/2024,2540,37350,clothing,5,136.02,680.1,West,41,90,1,20,1
31442,27/08/2023,2087,30129,electronics,7,32.81,229.67,West,52,92,2,27,1
31443,11/03/2023,2087,31744,toys,5,71.33,356.65,South,18,39,1,4,0
31444,23/07/2024,2439,37043,home decor,11,66.19,728.09,South,62,53,2,15,1
31445,19/05/2023,2707,38347,toys,7,114.8,803.6,North,57,80,2,12,1
31446,23/11/2024,2871,39235,electronics,7,33.21,232.47,North,43,98,1,16,0
31447,19/01/2023,2369,36381,home decor,8,75.83,606.64,South,52,70,1,6,0
31448,10/10/2024,2250,31903,electronics,1,293.13,293.13,Central,29,53,5,23,0
31449,09/06/2024,2889,39595,clothing,11,125.96,1385.56,North,67,88,5,1,1
31450,10/07/2023,2686,34207,home decor,13,240.75,3129.75,West,43,8,4,0,0
31451,16/03/2024,2419,34400,clothing,13,62.7,815.1,North,40,80,3,22,0
31452,11/04/2023,2026,31060,clothing,11,141.17,1552.87,East,42,98,2,3,0
31453,17/08/2024,2576,33219,electronics,7,194.03,1358.21,West,21,41,5,6,1
31454,28/05/2023,2561,32929,home decor,1,129.07,129.07,South,56,62,3,12,1
31455,21/10/2024,2060,31720,electronics,14,258.19,3614.66,East,24,26,1,5,1
31456,08/07/2023,2364,31841,home decor,14,235.57,3297.98,West,61,54,2,19,1
31457,15/10/2024,2880,34540,toys,1,242.15,242.15,South,31,18,5,20,0
31458,22/04/2023,2962,32300,toys,3,225.76,677.28,South,37,24,2,5,1
31459,17/08/2024,2396,31912,home decor,5,88.4,442,West,38,92,5,26,1
31460,29/05/2023,2100,30506,clothing,2,148.08,296.16,Central,59,80,5,1,1
31461,26/01/2023,2719,38722,home decor,2,83.97,167.94,Central,38,81,1,23,1
31462,22/11/2024,2578,38493,electronics,10,119.84,1198.4,South,48,49,1,19,1
31463,10/09/2023,2377,34029,home decor,14,154.33,2160.62,South,20,72,4,23,0
31464,02/10/2024,2417,39940,electronics,2,253.28,506.56,North,33,88,2,9,0
31465,21/07/2023,2059,36894,home decor,1,165.54,165.54,South,32,25,5,18,1
31466,29/07/2023,2019,30123,toys,12,65.45,785.4,East,39,74,2,10,0
31467,21/06/2024,2770,37496,clothing,5,197.74,988.7,South,22,14,2,27,1
31468,27/08/2024,2855,35872,electronics,7,249.25,1744.75,Central,67,58,5,18,0
31469,28/06/2023,2631,32117,toys,13,10.5,136.5,East,58,89,1,27,0
31470,21/11/2023,2228,36229,toys,1,154.06,154.06,North,52,77,5,19,1
31471,27/09/2024,2607,39995,home decor,9,32.31,290.79,South,62,36,2,0,1
31472,21/05/2023,2006,38764,clothing,5,121.91,609.55,East,27,46,5,11,1
31473,17/08/2024,2309,32377,home decor,7,236.98,1658.86,North,46,69,1,6,0
31474,11/04/2024,2460,32078,clothing,10,127.81,1278.1,West,46,52,3,13,1
31475,08/01/2024,2203,30292,electronics,7,23.03,161.21,East,67,48,1,25,1
31476,05/06/2024,2136,30041,toys,14,183.45,2568.3,Central,36,49,3,0,0
31477,23/10/2023,2013,34614,electronics,7,223.2,1562.4,North,25,85,3,8,1
31478,16/07/2024,2816,39969,electronics,5,228.39,1141.95,South,56,80,1,0,0
31479,04/01/2024,2422,31236,home decor,13,141.4,1838.2,North,41,32,4,11,0
31480,06/05/2023,2009,32658,toys,5,40.96,204.8,South,49,81,1,15,0
31481,03/03/2023,2590,37742,clothing,9,69.35,624.15,East,23,53,3,26,0
31482,26/06/2024,2340,36817,electronics,4,259.02,1036.08,Central,45,70,1,13,0
31483,07/07/2023,2100,36346,clothing,10,147.78,1477.8,East,33,98,1,27,0
31484,20/01/2024,2911,38610,toys,10,182.68,1826.8,East,69,18,2,10,1
31485,09/05/2024,2429,33127,home decor,13,201.25,2616.25,North,51,18,5,0,0
31486,11/07/2023,2024,33092,clothing,12,20.28,243.36,East,64,7,5,16,0
31487,28/05/2023,2201,33184,home decor,1,209.33,209.33,North,27,20,3,10,1
31488,10/09/2023,2401,39114,electronics,14,5.11,71.54,South,35,92,4,4,0
31489,15/06/2023,2334,32857,toys,12,29.27,351.24,East,20,71,5,13,1
31490,23/12/2024,2844,39121,toys,11,34.29,377.19,Central,37,43,2,13,1
31491,07/05/2023,2245,37446,home decor,8,109.9,879.2,Central,38,66,5,29,1
31492,16/12/2023,2737,32064,clothing,2,190.72,381.44,West,63,87,3,24,0
31493,19/05/2023,2480,36409,clothing,2,12.34,24.68,South,36,0,2,12,1
31494,25/01/2024,2693,31326,electronics,2,58.6,117.2,West,21,81,5,29,1
31495,24/05/2023,2563,32062,home decor,2,56.38,112.76,Central,54,42,1,17,0
31496,30/08/2024,2597,36348,electronics,3,227.68,683.04,Central,64,58,3,18,1
31497,02/05/2023,2181,39621,home decor,11,70.3,773.3,North,57,100,4,13,1
31498,08/05/2024,2230,39033,home decor,11,76.05,836.55,West,25,38,1,9,0
31499,22/05/2023,2453,38460,toys,11,221.32,2434.52,South,28,68,3,14,0
31500,25/06/2024,2124,30129,home decor,1,172.79,172.79,East,59,66,5,29,1
31501,21/06/2023,2900,39717,clothing,5,260.49,1302.45,South,37,5,5,5,1
31502,06/06/2024,2330,33802,home decor,14,299.81,4197.34,East,62,26,2,15,1
31503,03/08/2023,2965,39812,electronics,9,70.29,632.61,Central,28,53,2,17,0
31504,03/01/2024,2493,37686,home decor,13,37.92,492.96,Central,36,47,1,29,1
31505,24/11/2024,2491,32274,clothing,14,73.03,1022.42,East,53,62,3,24,1
31506,18/05/2024,2155,38521,home decor,13,190.39,2475.07,South,29,48,5,2,0
31507,27/02/2023,2876,35648,toys,4,173.61,694.44,North,47,37,2,19,0
31508,24/04/2024,2717,31220,toys,14,24.97,349.58,West,62,15,1,15,0
31509,25/06/2023,2549,33076,toys,7,31.24,218.68,North,38,84,5,10,0
31510,21/11/2023,2469,30858,home decor,9,176.16,1585.44,South,29,99,4,3,1
31511,18/06/2024,2077,31161,toys,7,268.5,1879.5,South,19,90,3,8,0
31512,05/07/2023,2759,34162,clothing,12,88.42,1061.04,East,42,99,3,16,0
31513,04/06/2023,2831,39331,clothing,13,183.46,2384.98,East,24,81,1,9,0
31514,27/07/2023,2983,36383,electronics,8,129.6,1036.8,East,36,14,4,18,0
31515,21/01/2023,2316,36945,electronics,5,252.25,1261.25,South,23,69,2,17,1
31516,12/12/2023,2788,33368,clothing,12,236.48,2837.76,West,19,96,1,14,0
31517,25/07/2024,2110,30870,clothing,9,183.55,1651.95,East,37,47,1,25,1
31518,04/02/2023,2673,36962,clothing,5,150.96,754.8,Central,41,85,4,11,1
31519,14/09/2023,2524,32323,clothing,6,89.25,535.5,East,64,71,5,3,0
31520,20/11/2023,2041,39543,clothing,9,190.19,1711.71,East,64,80,1,15,0
31521,14/07/2024,2269,36847,home decor,13,120.88,1571.44,West,62,46,2,11,1
31522,17/07/2023,2927,36369,electronics,13,89.38,1161.94,Central,44,51,1,28,0
31523,31/03/2024,2547,36348,clothing,14,127.13,1779.82,West,60,0,5,22,1
31524,30/10/2023,2346,36173,electronics,4,125.08,500.32,West,42,11,4,26,0
31525,13/08/2024,2644,35763,toys,3,201.01,603.03,East,38,96,3,3,1
31526,08/06/2024,2105,39613,clothing,4,93.02,372.08,West,25,80,3,13,1
31527,19/05/2023,2096,39049,home decor,4,216.95,867.8,West,23,49,5,21,0
31528,15/01/2023,2480,31247,electronics,3,5.61,16.83,West,28,64,1,19,1
31529,25/07/2024,2236,33484,electronics,11,102.2,1124.2,West,62,72,3,25,0
31530,15/09/2023,2198,36484,toys,6,265.83,1594.98,East,25,56,3,17,1
31531,09/05/2024,2632,31016,toys,13,188.13,2445.69,South,62,41,3,4,1
31532,26/03/2024,2599,36923,home decor,7,279.86,1959.02,North,56,26,2,9,0
31533,08/10/2023,2769,34294,toys,6,160.07,960.42,North,45,87,2,1,0
31534,22/03/2024,2665,31227,clothing,8,280.88,2247.04,East,30,91,4,11,0
31535,10/02/2023,2581,34835,electronics,14,221.15,3096.1,West,21,81,4,13,1
31536,10/08/2023,2373,30502,electronics,10,204.47,2044.7,Central,63,19,4,4,0
31537,04/05/2024,2071,38116,toys,13,73.45,954.85,West,41,13,3,8,0
31538,24/11/2024,2167,32661,clothing,13,231.02,3003.26,North,27,85,3,26,0
31539,28/02/2024,2564,36904,electronics,10,189.22,1892.2,North,26,36,1,20,0
31540,12/11/2024,2694,33154,clothing,3,193.88,581.64,West,54,88,5,5,1
31541,29/04/2023,2210,35071,toys,13,290.55,3777.15,North,68,23,3,10,1
31542,25/01/2023,2486,36217,toys,6,48.79,292.74,West,55,15,1,15,0
31543,05/07/2024,2028,38189,clothing,6,157.96,947.76,West,46,63,5,29,1
31544,11/11/2023,2820,37254,toys,9,244.59,2201.31,South,49,85,4,12,0
31545,12/07/2023,2187,31596,toys,4,187.23,748.92,West,37,72,5,20,0
31546,08/12/2024,2242,37987,home decor,2,124.14,248.28,Central,51,54,2,29,0
31547,05/09/2023,2190,38676,toys,5,290.21,1451.05,Central,34,73,3,0,0
31548,17/08/2024,2932,35877,electronics,5,163.8,819,North,32,56,5,17,0
31549,02/08/2023,2198,30079,home decor,3,254.89,764.67,South,63,40,3,21,1
31550,15/05/2024,2064,39489,home decor,14,119.73,1676.22,Central,38,82,2,9,1
31551,10/11/2023,2378,33518,toys,10,132.18,1321.8,North,40,25,4,28,1
31552,21/10/2023,2498,34785,electronics,6,22.45,134.7,East,28,19,4,9,1
31553,05/04/2023,2843,30645,toys,2,236.92,473.84,North,20,49,1,13,0
31554,17/03/2024,2335,30886,clothing,1,241.8,241.8,West,56,31,5,2,1
31555,23/11/2023,2397,36130,electronics,13,211.68,2751.84,North,34,59,5,29,0
31556,13/10/2024,2679,34566,home decor,7,61.93,433.51,South,54,17,3,1,0
31557,08/09/2024,2485,33531,home decor,4,110.32,441.28,North,57,20,2,29,1
31558,30/12/2024,2588,39275,electronics,12,226.21,2714.52,East,43,91,1,16,0
31559,16/07/2024,2929,39926,home decor,13,41.67,541.71,North,60,20,3,21,0
31560,08/08/2024,2300,30066,toys,7,69.03,483.21,Central,24,28,1,22,1
31561,09/11/2023,2833,36042,clothing,9,213.75,1923.75,North,44,92,5,1,0
31562,20/03/2024,2598,31678,toys,6,262.27,1573.62,South,23,83,2,5,1
31563,04/06/2023,2695,38117,toys,8,121.12,968.96,North,61,9,5,26,1
31564,17/11/2024,2358,34988,toys,4,135.24,540.96,Central,61,4,2,25,0
31565,11/10/2024,2589,38188,toys,8,54.62,436.96,South,64,73,3,17,0
31566,12/04/2023,2342,30083,electronics,2,262.74,525.48,North,30,69,2,29,1
31567,20/07/2024,2026,31500,toys,5,190.46,952.3,West,27,89,5,0,1
31568,05/11/2024,2683,35707,electronics,13,239.18,3109.34,East,39,52,4,10,0
31569,09/02/2024,2959,32211,clothing,7,252.61,1768.27,North,19,71,2,11,0
31570,24/04/2023,2161,34065,home decor,14,26.62,372.68,North,28,52,2,12,1
31571,28/07/2023,2495,34582,toys,13,270.96,3522.48,Central,53,13,4,25,0
31572,29/10/2024,2728,33042,toys,11,275.86,3034.46,East,62,80,2,20,0
31573,11/04/2024,2677,30991,clothing,14,59.09,827.26,East,36,91,3,3,1
31574,08/06/2023,2882,30278,toys,3,60.8,182.4,East,60,64,1,22,1
31575,08/04/2023,2528,39346,toys,12,48.53,582.36,North,45,49,5,26,0
31576,04/08/2023,2190,32191,electronics,6,219.2,1315.2,Central,60,77,5,12,1
31577,04/11/2024,2454,32931,clothing,3,107.97,323.91,South,22,64,5,24,0
31578,15/11/2024,2837,32727,clothing,4,80.51,322.04,South,22,20,1,15,1
31579,25/07/2023,2455,32479,toys,7,35.41,247.87,South,54,93,4,1,1
31580,24/04/2023,2708,37803,toys,6,77.87,467.22,East,48,17,2,9,0
31581,21/11/2024,2486,33203,electronics,12,36.56,438.72,South,68,94,5,16,0
31582,18/10/2023,2502,31338,home decor,7,74.11,518.77,West,42,80,1,7,1
31583,17/10/2023,2460,37479,electronics,4,256.46,1025.84,Central,18,98,3,1,0
31584,16/08/2023,2956,37266,electronics,11,147.32,1620.52,East,48,88,2,23,1
31585,18/10/2024,2024,35603,clothing,1,49.72,49.72,South,56,93,3,14,0
31586,09/04/2023,2385,34126,home decor,12,64.26,771.12,West,28,81,5,27,1
31587,19/07/2024,2435,31733,clothing,4,103.68,414.72,North,51,52,4,19,0
31588,19/10/2023,2504,38286,electronics,14,107.31,1502.34,Central,37,73,2,2,0
31589,28/04/2024,2505,39438,toys,1,204.12,204.12,East,45,32,2,24,1
31590,21/04/2024,2176,30698,electronics,6,126.6,759.6,East,62,36,2,13,1
31591,02/04/2024,2968,30985,electronics,1,169.36,169.36,North,26,23,2,12,1
31592,19/08/2024,2949,37663,clothing,11,155.65,1712.15,Central,18,67,5,22,1
31593,07/07/2024,2684,37718,electronics,7,104.42,730.94,North,32,40,4,5,1
31594,01/07/2023,2501,37364,toys,9,91.98,827.82,South,63,18,3,5,0
31595,16/05/2023,2497,32462,clothing,10,222.24,2222.4,West,63,60,4,23,1
31596,21/05/2024,2726,35196,clothing,6,29.12,174.72,South,29,84,4,16,1
31597,31/03/2024,2153,30892,toys,10,12.54,125.4,East,31,78,3,2,1
31598,11/05/2024,2828,37782,clothing,7,166.42,1164.94,South,31,49,5,14,1
31599,11/04/2024,2141,31703,clothing,5,218.11,1090.55,North,20,91,3,29,0
31600,26/03/2023,2481,34877,home decor,3,205.47,616.41,North,33,88,2,2,0
31601,09/03/2024,2184,37998,toys,12,267.29,3207.48,East,19,53,5,11,0
31602,22/03/2024,2978,31715,electronics,3,153.73,461.19,Central,25,71,5,25,0
31603,14/01/2023,2255,35313,home decor,12,192.04,2304.48,South,40,34,3,2,0
31604,12/10/2023,2853,31302,electronics,1,276.52,276.52,West,57,94,4,17,0
31605,17/02/2024,2042,33021,clothing,13,193.82,2519.66,Central,23,86,1,13,0
31606,16/12/2024,2920,38008,electronics,4,214.13,856.52,Central,55,63,2,16,0
31607,29/04/2024,2906,39942,home decor,6,47.41,284.46,West,23,73,5,17,1
31608,01/09/2024,2613,30425,clothing,4,269.72,1078.88,East,58,90,5,26,0
31609,15/06/2023,2972,38163,home decor,7,143.79,1006.53,West,68,49,3,28,0
31610,05/12/2023,2929,32508,clothing,3,164.98,494.94,East,18,60,3,27,0
31611,29/07/2024,2133,34367,home decor,8,72.41,579.28,West,44,60,1,25,0
31612,07/02/2023,2663,39897,toys,5,259.37,1296.85,East,44,43,2,16,0
31613,05/01/2024,2513,38633,clothing,1,209.86,209.86,Central,53,99,4,14,0
31614,15/07/2023,2431,32408,toys,3,19.22,57.66,West,19,74,2,16,1
31615,04/03/2023,2575,37478,electronics,11,181.53,1996.83,North,50,19,1,13,0
31616,19/12/2024,2346,33944,toys,7,147.99,1035.93,South,18,58,5,26,1
31617,07/10/2023,2342,37792,toys,14,253.22,3545.08,South,33,74,2,23,0
31618,04/08/2024,2967,34713,clothing,3,110.94,332.82,North,33,41,5,11,1
31619,23/12/2023,2952,38547,toys,2,254,508,South,42,2,3,23,0
31620,27/01/2024,2574,33118,clothing,1,290.54,290.54,East,63,94,4,2,1
31621,15/01/2024,2691,30604,clothing,2,75.84,151.68,West,29,100,5,12,0
31622,15/01/2024,2975,36522,home decor,3,266.62,799.86,East,29,97,1,21,1
31623,17/02/2024,2265,30781,electronics,7,216.64,1516.48,South,19,36,1,8,1
31624,13/09/2023,2910,32872,home decor,8,24.28,194.24,South,39,80,1,16,0
31625,08/12/2023,2046,37932,toys,14,211.97,2967.58,Central,66,26,3,14,1
31626,22/10/2024,2465,34100,home decor,13,149.76,1946.88,South,57,11,4,7,1
31627,07/11/2024,2558,38840,toys,14,6.88,96.32,East,36,79,1,24,0
31628,23/06/2023,2777,38757,toys,13,160.08,2081.04,North,45,62,2,15,1
31629,25/10/2024,2032,35534,clothing,6,126.47,758.82,West,40,1,3,22,0
31630,24/10/2023,2687,39190,clothing,6,26.95,161.7,East,35,22,1,18,0
31631,30/09/2024,2597,30058,toys,9,294.93,2654.37,East,37,37,2,3,0
31632,29/05/2023,2179,35286,electronics,4,229.14,916.56,North,34,42,1,5,0
31633,21/04/2023,2433,39539,toys,11,161.92,1781.12,East,41,49,5,22,1
31634,27/08/2024,2471,34468,toys,12,191.43,2297.16,East,60,69,2,15,1
31635,18/07/2023,2072,37323,toys,1,189.4,189.4,South,37,11,5,4,1
31636,08/02/2023,2077,33885,clothing,10,294.21,2942.1,South,20,42,1,10,1
31637,14/09/2024,2537,32210,clothing,13,182.88,2377.44,West,68,66,1,7,0
31638,23/10/2023,2503,35300,electronics,1,189.82,189.82,South,22,87,2,13,0
31639,11/05/2023,2158,37027,electronics,4,173.42,693.68,East,19,15,1,22,0
31640,27/04/2023,2899,31603,home decor,7,31.34,219.38,North,46,93,4,26,0
31641,13/05/2024,2686,39590,clothing,5,14.42,72.1,Central,67,43,3,26,1
31642,10/01/2023,2227,36437,toys,8,86.03,688.24,South,47,48,2,25,1
31643,10/12/2023,2704,32374,home decor,14,86.17,1206.38,East,65,41,4,2,1
31644,09/11/2023,2300,37900,clothing,8,104.89,839.12,East,66,55,3,16,1
31645,07/04/2024,2388,37425,toys,8,271.13,2169.04,Central,38,46,2,10,0
31646,30/06/2024,2759,39821,home decor,8,153.94,1231.52,South,44,94,4,25,1
31647,25/07/2024,2855,39115,home decor,13,92.47,1202.11,East,26,40,5,21,0
31648,21/04/2024,2339,33912,home decor,12,263.62,3163.44,South,35,12,4,5,0
31649,15/05/2024,2039,38831,clothing,14,78.23,1095.22,South,64,75,5,3,1
31650,27/10/2024,2398,36498,toys,14,156.64,2192.96,Central,59,46,5,15,1
31651,24/02/2024,2200,30497,electronics,12,51.85,622.2,South,23,50,2,9,0
31652,09/06/2024,2416,39388,home decor,6,281.06,1686.36,West,34,84,2,0,1
31653,18/11/2024,2029,34432,toys,2,259.87,519.74,Central,64,69,4,22,1
31654,07/05/2023,2615,34324,toys,13,257.56,3348.28,South,34,20,5,27,1
31655,05/11/2024,2904,37608,clothing,10,144.67,1446.7,East,67,33,1,12,1
31656,11/07/2024,2078,33923,clothing,2,266.72,533.44,West,58,74,2,15,0
31657,13/05/2023,2504,35888,clothing,11,272.69,2999.59,South,24,34,5,27,0
31658,02/12/2024,2415,30534,home decor,6,49.98,299.88,West,49,65,4,27,0
31659,25/07/2023,2683,31790,toys,7,33.22,232.54,West,30,48,3,26,0
31660,04/11/2023,2879,36136,clothing,2,266.69,533.38,West,35,42,3,20,0
31661,18/05/2023,2089,34413,electronics,4,18.46,73.84,Central,29,58,2,2,0
31662,25/07/2024,2802,34861,toys,10,42.86,428.6,Central,46,56,3,18,0
31663,05/11/2024,2824,31115,toys,13,292.09,3797.17,East,35,2,2,9,1
31664,11/05/2023,2951,36538,clothing,9,292.38,2631.42,North,37,34,5,2,0
31665,01/12/2024,2275,31683,toys,7,31.62,221.34,West,57,64,5,25,0
31666,22/05/2024,2776,34164,clothing,7,193.42,1353.94,South,53,71,1,24,0
31667,13/04/2023,2951,38660,home decor,9,172.01,1548.09,South,55,1,4,16,1
31668,15/11/2024,2752,36745,electronics,14,25.27,353.78,South,66,12,5,20,0
31669,08/07/2024,2910,33680,home decor,10,53.03,530.3,North,36,70,2,13,0
31670,27/01/2023,2056,32645,toys,14,48.76,682.64,West,42,67,4,10,0
31671,17/07/2024,2176,32049,clothing,6,44.64,267.84,Central,29,89,5,7,1
31672,13/04/2024,2980,37010,electronics,3,98.82,296.46,East,41,78,2,1,1
31673,27/08/2023,2184,36877,toys,10,68.77,687.7,South,47,22,3,8,0
31674,19/09/2024,2911,38832,toys,7,173.34,1213.38,Central,45,88,3,9,0
31675,30/08/2024,2256,33029,toys,11,251.47,2766.17,West,66,39,4,18,0
31676,21/04/2024,2717,38949,toys,11,5.58,61.38,North,43,73,5,10,0
31677,25/07/2024,2344,39354,clothing,7,19.7,137.9,South,39,83,1,1,1
31678,13/12/2023,2957,39489,home decor,11,158.85,1747.35,Central,52,95,2,8,1
31679,28/12/2024,2250,34677,electronics,1,15.53,15.53,East,69,69,5,19,1
31680,20/05/2024,2310,30329,clothing,14,233.31,3266.34,Central,50,78,4,8,0
31681,25/07/2024,2196,33678,toys,7,229.32,1605.24,East,44,53,2,27,0
31682,18/10/2024,2693,39651,electronics,4,239.78,959.12,South,29,83,2,26,0
31683,23/04/2023,2792,34031,clothing,4,172.42,689.68,South,43,86,1,21,1
31684,25/10/2024,2768,38050,clothing,6,79.01,474.06,South,48,53,3,6,1
31685,13/02/2024,2233,35062,toys,14,14.73,206.22,East,65,87,1,29,0
31686,22/01/2023,2242,37536,toys,14,239.71,3355.94,South,60,62,1,14,0
31687,02/10/2024,2158,30532,home decor,12,141.08,1692.96,Central,62,39,3,11,0
31688,05/07/2023,2106,35172,electronics,6,107.9,647.4,North,44,59,2,13,1
31689,29/10/2024,2787,38836,electronics,3,25.26,75.78,North,25,82,4,18,0
31690,02/06/2024,2062,39879,home decor,13,112.14,1457.82,South,59,63,3,10,0
31691,15/04/2024,2815,35011,clothing,2,118.69,237.38,Central,69,97,3,17,1
31692,26/06/2023,2892,39250,home decor,8,104.11,832.88,West,59,0,2,23,0
31693,26/11/2024,2280,36198,clothing,13,269.61,3504.93,East,54,70,4,15,1
31694,10/02/2023,2385,37666,toys,9,52.03,468.27,East,58,26,5,25,0
31695,09/03/2024,2384,30137,home decor,7,10.12,70.84,West,39,87,4,3,1
31696,05/12/2023,2023,33859,electronics,8,132.28,1058.24,West,56,11,3,18,1
31697,16/07/2024,2790,31165,electronics,8,233.27,1866.16,North,42,10,5,18,1
31698,24/04/2023,2199,34512,clothing,9,84.72,762.48,South,46,44,5,26,1
31699,14/07/2023,2568,32084,electronics,8,65.39,523.12,South,26,96,1,7,1
31700,06/03/2024,2884,36267,toys,3,22.04,66.12,East,42,4,2,6,0
31701,26/09/2024,2025,31514,clothing,5,246.2,1231,South,47,61,1,5,0
31702,25/01/2023,2695,31972,clothing,9,237.65,2138.85,East,19,64,5,23,1
31703,13/12/2023,2452,34061,home decor,1,252.63,252.63,South,68,72,2,3,1
31704,31/01/2024,2497,37927,toys,5,285.21,1426.05,South,45,11,1,0,0
31705,22/02/2023,2049,35044,clothing,5,187.14,935.7,Central,39,71,1,12,0
31706,15/08/2024,2266,34252,electronics,8,193.14,1545.12,West,57,95,1,17,0
31707,18/03/2024,2180,30692,toys,10,44.33,443.3,Central,67,73,2,26,1
31708,09/01/2023,2809,37454,home decor,1,158.69,158.69,Central,46,52,2,1,0
31709,15/01/2024,2176,31537,toys,4,92.5,370,South,58,37,3,3,1
31710,08/04/2024,2368,39830,toys,7,90.62,634.34,North,66,51,1,10,1
31711,27/08/2023,2629,33522,clothing,3,21.37,64.11,Central,51,51,2,3,1
31712,08/04/2023,2149,33355,toys,7,42.14,294.98,South,23,35,2,27,0
31713,06/11/2023,2116,33448,clothing,8,73.1,584.8,South,43,73,3,18,1
31714,19/11/2024,2222,30740,home decor,3,245.57,736.71,South,35,63,1,27,1
31715,07/12/2024,2100,36934,toys,12,64.52,774.24,Central,38,0,4,22,1
31716,30/05/2023,2244,37881,clothing,1,37.33,37.33,North,60,46,3,9,1
31717,22/09/2024,2662,33698,toys,8,180.38,1443.04,South,29,63,1,6,0
31718,17/06/2023,2848,31300,home decor,10,271.45,2714.5,Central,55,87,4,14,1
31719,24/07/2024,2237,34186,electronics,7,180.73,1265.11,Central,49,24,3,20,1
31720,13/03/2024,2185,31904,clothing,5,190.38,951.9,West,37,39,3,22,0
31721,09/07/2024,2441,36315,toys,11,179.1,1970.1,North,69,62,3,15,0
31722,12/04/2024,2457,30450,toys,5,122.41,612.05,South,66,47,4,29,1
31723,06/01/2024,2580,36416,electronics,7,234.09,1638.63,Central,36,85,3,26,0
31724,04/02/2023,2212,32923,electronics,9,200.58,1805.22,Central,18,36,2,1,1
31725,15/06/2024,2890,33054,electronics,4,103.94,415.76,Central,38,65,5,0,0
31726,04/11/2023,2455,32628,home decor,5,131.53,657.65,South,43,61,5,25,0
31727,11/09/2023,2779,38965,electronics,14,226.18,3166.52,North,55,11,2,19,0
31728,28/08/2024,2423,36544,toys,1,69.42,69.42,Central,25,30,2,16,1
31729,29/02/2024,2969,30942,home decor,7,221.26,1548.82,East,22,71,4,19,0
31730,16/02/2024,2083,34871,toys,1,156.29,156.29,West,35,39,1,15,0
31731,21/09/2024,2914,37406,electronics,5,229.07,1145.35,Central,46,45,2,8,0
31732,07/02/2024,2234,31885,home decor,5,106.19,530.95,West,59,5,2,3,0
31733,25/07/2024,2265,33953,home decor,9,166.71,1500.39,North,63,50,4,0,1
31734,29/04/2024,2813,34091,clothing,3,163.15,489.45,Central,23,98,3,19,0
31735,12/06/2024,2115,38097,electronics,12,147.6,1771.2,South,36,97,2,10,0
31736,14/11/2024,2516,36784,clothing,10,22.28,222.8,Central,59,54,2,12,0
31737,06/06/2024,2300,32715,home decor,2,120.28,240.56,West,48,8,2,14,0
31738,04/02/2023,2386,39406,home decor,13,219.49,2853.37,South,58,51,1,26,0
31739,15/01/2023,2687,34913,clothing,9,84.41,759.69,Central,52,70,3,27,1
31740,01/06/2024,2799,33187,toys,10,238.27,2382.7,South,47,41,2,2,0
31741,24/08/2024,2847,31499,home decor,14,129.46,1812.44,North,30,11,4,16,0
31742,07/06/2023,2393,36968,electronics,14,284.2,3978.8,West,38,15,1,22,0
31743,11/08/2023,2724,37087,clothing,14,46.42,649.88,Central,53,28,5,25,1
31744,10/02/2024,2675,36683,toys,14,176.37,2469.18,East,44,29,3,23,0
31745,11/09/2023,2210,36732,toys,5,233.8,1169,East,63,38,4,2,1
31746,26/11/2023,2638,35980,toys,7,104.2,729.4,Central,24,57,4,4,0
31747,25/08/2023,2992,32847,home decor,9,241.77,2175.93,Central,49,20,4,26,1
31748,17/06/2023,2701,35177,home decor,9,167.95,1511.55,South,61,4,4,11,1
31749,09/02/2024,2519,32204,clothing,10,271.11,2711.1,West,67,33,2,10,0
31750,04/06/2023,2837,30449,home decor,11,32.42,356.62,South,25,49,3,13,1
31751,27/02/2024,2540,34511,clothing,1,86.94,86.94,East,61,84,5,18,1
31752,29/12/2024,2537,34597,clothing,10,59.53,595.3,West,63,78,5,19,0
31753,05/11/2024,2748,31325,clothing,12,231.4,2776.8,East,52,72,5,13,1
31754,20/06/2023,2587,36272,electronics,5,112.34,561.7,West,35,40,3,7,0
31755,08/06/2023,2156,39528,clothing,4,220.45,881.8,West,47,46,3,3,1
31756,06/11/2024,2937,30486,toys,8,178.32,1426.56,North,22,82,3,29,1
31757,07/05/2024,2063,30598,toys,4,37.27,149.08,East,29,79,4,8,1
31758,20/08/2024,2225,31750,clothing,4,147.6,590.4,North,32,20,1,8,0
31759,23/09/2024,2720,39014,home decor,2,211.46,422.92,South,47,36,1,27,0
